"ID","Z_DGwin_SEM_striatum","Z_DGwin_BS_SD3min2_with_DA","Z_DGwin_TaskSD_avg_Yeo1_Vis_32change","Z_DGwin_TaskSD_avg_Yeo3_DAN_32change","Z_DGwin_TaskSD_avg_Yeo6_FPN_32change","Z_DGwin_TaskSD_avg_Yeo7_DMN_32change","Z_DGwin_PCAdimTEMP_BGHATMorel_32change","Z_DGwin_PCAdimTEMP_Yeo1_Vis_32change","Z_DGwin_PCAdimTEMP_Yeo3_DAN_32change","Z_DGwin_PCAdimTEMP_Yeo6_FPN_32change","Z_DGwin_PCAdimTEMP_Yeo7_DMN_32change","Z_DGwin_HDDMwBias_a_3min2back","Z_DGwin_HDDMwBias_v_3min2back","Z_DGwin_HDDMwBias_t_3min2back","Z_DGwin_HDDMwBias_z_3min2back","Z_DGwin_HDDMwBias_dc_3min2back","DGwin_TaskSD_avg_BGHATMorel_2back","DGwin_TaskSD_avg_BGHATMorel_3back","DGwin_TaskSD_avg_Yeo1_Vis_2back","DGwin_TaskSD_avg_Yeo1_Vis_3back","DGwin_TaskSD_avg_Yeo3_DAN_2back","DGwin_TaskSD_avg_Yeo3_DAN_3back","DGwin_TaskSD_avg_Yeo6_FPN_2back","DGwin_TaskSD_avg_Yeo6_FPN_3back","DGwin_TaskSD_avg_Yeo7_DMN_2back","DGwin_TaskSD_avg_Yeo7_DMN_3back","DGwin_PCAdimTEMP_BGHATMorel_2back","DGwin_PCAdimTEMP_BGHATMorel_3back","DGwin_PCAdimTEMP_Yeo1_Vis_2back","DGwin_PCAdimTEMP_Yeo1_Vis_3back","DGwin_PCAdimTEMP_Yeo3_DAN_2back","DGwin_PCAdimTEMP_Yeo3_DAN_3back","DGwin_PCAdimTEMP_Yeo6_FPN_2back","DGwin_PCAdimTEMP_Yeo6_FPN_3back","DGwin_PCAdimTEMP_Yeo7_DMN_2back","DGwin_PCAdimTEMP_Yeo7_DMN_3back","DGwin_HDDMwBias_a_2back","DGwin_HDDMwBias_a_3back","DGwin_HDDMwBias_v_2back","DGwin_HDDMwBias_v_3back","DGwin_HDDMwBias_t_2back","DGwin_HDDMwBias_t_3back","DGwin_HDDMwBias_z_2back","DGwin_HDDMwBias_z_3back","DGwin_HDDMwBias_dc_2back","DGwin_HDDMwBias_dc_3back","meanRT2","meanRT3","meanRT3min2","sdRT2","sdRT3","sdRT3min2","accuracy2","accuracy3","accuracy3min2","WAISscoren.o.correct","eduy","agewave1","WM","Speed"
165,0.658654820031595,0.19456798,2.25810051782594,2.6689970649655,2.11280080419976,2.50018270950626,-1.87380102297764,-2.01357605430554,-1.58011929327891,-0.779371251124813,-0.910927495481457,0.0189011209200471,0.601391772659712,-1.39727046909934,0.500073402524814,-0.802103103297432,0.27,0.31,0.56,0.67,0.38,0.49,0.38,0.46,0.33,0.41,18,16,13,11,15,13,16,15,17,16,1.61,1.49,1.03,0.79,0.36,0.25,0.49,0.48,-0.52,-0.57,0.796,0.611,-0.185,0.28165425385084,0.29514959234505,0.0134953384942093,0.76056338028169,0.661290322580645,-0.099273057701045,29,13,67,55.37,50.79
168,-1.73617414055003,-0.089209877,-1.57658966803468,-1.69877419196788,-1.85516869907634,-2.30146106903864,0.617316372001379,0.396373239036523,1.12611318647765,1.29895208520802,1.42268451541486,1.29681327039748,-0.0240915838263786,-0.275371033162765,1.50153792405013,0.792789346384005,0.2,0.17,0.44,0.33,0.37,0.28,0.38,0.29,0.36,0.27,21,22,14,15,15,17,16,18,17,19,1.54,1.57,1.96,1.55,0.52,0.51,0.57,0.61,-0.27,-0.14,0.813,0.821,0.00800000000000001,0.1889020450093,0.197698358781827,0.00879631377252729,0.914285714285714,0.888888888888889,-0.0253968253968254,44,9,65,51.89,51.93
169,-0.626375353939031,0.047891557,-0.339592833886092,-0.063659823987693,0.0815783203798539,0.546025357772873,-0.213056092991627,1.19968967015054,1.12611318647765,1.29895208520802,-0.133056825182685,0.774455019516191,-0.660947364975853,-0.740839948072622,0.274743885181617,0.291025429630295,0.22,0.23,0.56,0.53,0.39,0.38,0.38,0.37,0.31,0.32,20,20,9,11,12,14,14,16,19,19,1.59,1.56,1.72,1.14,0.63,0.57,0.57,0.55,-0.58,-0.5,0.981,1.0265,0.0455,0.191604078822079,0.217475537004515,0.0258714581824365,0.895522388059702,0.810344827586207,-0.0851775604734947,33,14,65,50.82,51.3
170,0.191371120405913,-0.011067537,-0.339592833886092,0.0483343108054706,0.246910383016358,0.183110421022386,0.617316372001379,-0.406943192077497,-0.903561173339774,-0.779371251124813,-0.910927495481457,-0.0277380086229248,-0.171933104450364,0.213968082511701,0.0243777548002873,-0.264498906775599,0.18,0.17,0.48,0.44,0.29,0.28,0.28,0.29,0.25,0.25,20,21,10,10,14,13,14,13,17,16,1.62,1.5,1.22,0.76,0.39,0.42,0.66,0.64,-0.3,-0.29,0.8215,0.892,0.0705,0.267057840242743,0.250331240876424,-0.0167265993663193,0.838235294117647,0.714285714285714,-0.123949579831933,46,12,65,46.89,61.42
172,1.65163268173617,-0.098035917,0.650004633432776,-0.914815248415737,-2.25668942262213,-2.02229573307672,0.617316372001379,0.396373239036523,1.12611318647765,1.9917265306523,2.20055518571363,-0.344884089515133,-0.645784132091341,-0.800515449984142,-0.726720636343702,0.425426478760753,0.25,0.22,0.63,0.66,0.42,0.37,0.45,0.34,0.45,0.37,18,19,13,14,15,17,15,18,14,18,1.64,1.49,1.12,0.54,0.42,0.36,0.57,0.51,-0.74,-0.65,0.894,0.802,-0.092,0.229344588263232,0.24209238793028,0.0127477996670481,0.8,0.6,-0.2,45,13,64,39.11,60.31
173,-0.39273350412619,-0.00080370129,0.490962183327958,-0.0860586509463258,-0.107372608347579,-0.0123053141509527,-0.213056092991627,-0.406943192077497,-0.227003053400633,0.606177639763744,0.644813845116088,-1.10976581401987,-0.115070981133446,2.5890530585902,-0.0757686973522446,0.783829276441974,0.17,0.17,0.44,0.46,0.3,0.29,0.28,0.27,0.25,0.24,22,22,12,12,14,14,15,16,17,18,1.64,1.4,0.97,0.54,0.45,0.7,0.61,0.58,-0.52,-0.39,0.917,0.977,0.0599999999999999,0.272887819383873,0.346236210023321,0.0733483906394482,0.75,0.6,-0.15,38,11,65,48.41,53.13
174,0.483423432671964,0.056143362,-0.357264217231072,-0.220451612698122,0.506717910016579,0.462275756984299,-1.04342855798463,1.19968967015054,1.12611318647765,-0.0865968056805348,-0.133056825182685,-0.606063214955775,-0.551013926563146,0.106552179070964,0.525110015562947,-1.0261048518482,0.23,0.25,0.67,0.63,0.48,0.46,0.37,0.38,0.35,0.36,19,18,10,12,12,14,16,16,18,18,1.6,1.42,1.74,1.19,0.67,0.69,0.54,0.53,-0.45,-0.52,1.0285,1.023,-0.00550000000000006,0.168775949882065,0.22415553588192,0.0553795859998552,0.903225806451613,0.779661016949153,-0.12356478950246,47,18,65,49.22,56.97
176,0.0745501954994921,-0.18316947,-2.42481606859371,-1.34039296062976,-0.485274465802446,-0.849801322036691,1.44768883699439,2.00300610126456,1.80267130641679,0.606177639763744,-0.133056825182685,-0.438162348601077,0.84779430703302,0.011071376012532,-0.351171440771708,-0.945464222369921,0.23,0.17,0.61,0.42,0.29,0.22,0.29,0.26,0.28,0.24,18,20,10,13,12,15,15,16,16,16,1.98,1.52,1.62,1.54,0.45,0.74,0.65,0.55,-0.41,-0.31,1.0175,1.0835,0.0659999999999998,0.253454545420025,0.293137103176765,0.0396825577567401,0.948275862068966,0.854166666666667,-0.0941091954022989,52,13,66,60.89,53.05
177,1.00911759475086,0.027961584,0.455619416637998,0.630703811729922,0.270529249107287,0.26686002181096,-0.213056092991627,0.396373239036523,0.449555066538508,-0.0865968056805348,-0.133056825182685,-2.01456492715352,1.21550270448242,2.26680534826799,-0.0507320843141117,-0.44370030561621,0.27,0.27,0.62,0.63,0.43,0.44,0.39,0.39,0.38,0.39,18,18,12,13,14,15,17,17,17,17,1.81,1.46,1.51,1.42,0.64,0.83,0.58,0.55,-0.49,-0.5,1.1435,1.168,0.0245,0.269230045890244,0.233942756952754,-0.0352872889374898,0.907407407407407,0.863636363636364,-0.0437710437710438,23,13,65,50.7,37.83
178,-1.44412182828397,-0.088389263,-0.46329251730095,-0.892416421457104,-0.343561269256871,-0.347303717305248,0.617316372001379,-0.406943192077497,-0.227003053400633,-0.779371251124813,-0.910927495481457,-1.24968320264879,-0.577549584111041,0.285578684805525,0.900659211134942,1.41999424232614,0.2,0.18,0.34,0.3,0.3,0.25,0.26,0.23,0.22,0.21,21,22,17,17,17,17,19,18,21,20,1.79,1.52,2.33,1.75,0.43,0.46,0.58,0.59,-0.4,-0.2,0.778,0.743,-0.035,0.148793425165418,0.223465811254377,0.0746723860889588,0.972222222222222,0.919354838709677,-0.0528673835125448,54,14,65,55.15,73.14
180,-2.49551015244176,-0.054087762,-0.445621133955971,-0.265249266615388,-0.319942403165942,-0.570635986074778,-0.213056092991627,0.396373239036523,-0.227003053400633,0.606177639763744,0.644813845116088,2.0803506467194,-0.535850693678635,-1.88660958477381,0.525110015562947,-0.372019746079966,0.18,0.17,0.4,0.36,0.26,0.24,0.32,0.3,0.32,0.3,21,21,16,17,19,19,18,19,19,20,1.8,1.85,2.14,1.6,0.59,0.45,0.63,0.62,-0.23,-0.23,0.9445,0.947,0.00250000000000006,0.176692428961216,0.215485644814178,0.0387932158529613,0.954545454545455,0.949152542372881,-0.00539291217257321,40,9,65,55.6,49.08
181,0.308192045312333,-0.16525924,-0.781377417510586,-0.780422286663941,-1.12298385025753,-1.93854613228815,1.44768883699439,1.19968967015054,0.449555066538508,1.29895208520802,1.42268451541486,-0.438162348601077,0.84779430703302,0.011071376012532,-0.351171440771708,-0.945464222369921,0.29,0.23,0.35,0.29,0.27,0.22,0.35,0.3,0.37,0.29,18,20,17,19,19,20,17,19,18,20,1.88,1.54,1.54,0.82,0.65,0.63,0.61,0.49,-0.39,-0.28,1.1105,1.131,0.0205,0.300808462268793,0.301355769287524,0.000547307018730792,0.909090909090909,0.681818181818182,-0.227272727272727,37,16,66,42.61,40.42
183,-0.217502116766559,0.033901781,0.826718466882574,2.10902639099968,1.09718956228981,0.322693089003343,-0.213056092991627,-1.21025962319152,-0.227003053400633,-1.47214569656909,-0.910927495481457,0.0748680763716133,0.946355320782344,0.225903182894005,1.02584227632561,-0.569141284804638,0.25,0.27,0.61,0.65,0.5,0.49,0.29,0.33,0.33,0.34,18,18,11,10,10,10,15,13,16,15,1.65,1.54,1.42,1.26,0.44,0.47,0.6,0.62,-0.26,-0.29,0.8455,0.849,0.00350000000000006,0.229093637284899,0.232556944081309,0.00346330679640999,0.852941176470588,0.852459016393443,-0.000482160077145632,23,10,67,55.27,45.3
184,-0.684785816392241,0.048382122,0.155205899773342,0.317120234309064,0.223291516925429,0.0435277530414299,-1.04342855798463,-1.21025962319152,-1.58011929327891,-0.779371251124813,0.644813845116088,-1.60414058717537,-2.47674450289608,-0.633424044631886,-1.77825838394529,-0.631861774398852,0.17,0.18,0.47,0.46,0.44,0.45,0.32,0.32,0.25,0.25,22,21,12,11,10,10,14,13,17,18,1.85,1.55,1.57,0.5,0.53,0.49,0.6,0.5,-0.45,-0.47,0.998,1.03,0.032,0.22245506784863,0.288126430114698,0.0656713622660679,0.907692307692308,0.618181818181818,-0.28951048951049,38,23,67,59.13,44.56
185,0.600244357578385,0.022306975,0.703018783467715,-0.0412609970290603,-0.556131064075233,0.211026954618578,-1.04342855798463,-0.406943192077497,0.449555066538508,-0.0865968056805348,-0.133056825182685,-0.335556263606539,0.127540745018734,1.18071121347833,-0.476354505962372,0.353745919224508,0.17,0.18,0.41,0.43,0.28,0.26,0.33,0.3,0.27,0.27,21,20,12,12,16,17,16,16,18,18,1.63,1.48,1.47,1.1,0.41,0.52,0.58,0.54,-0.47,-0.38,0.7995,0.944,0.1445,0.242521182876849,0.221285107435289,-0.0212360754415595,0.882352941176471,0.796610169491525,-0.0857427716849452,43,14,67,55.19,47.36
186,1.18434898211049,0.08383543,0.915075383607473,1.95223460228925,2.25451400074534,1.69060323521672,1.44768883699439,2.00300610126456,0.449555066538508,-0.0865968056805348,0.644813845116088,-0.0650493122573021,0.0479337723750499,-0.490202840044237,-1.35263596229703,-0.578101354746668,0.28,0.3,0.37,0.41,0.34,0.42,0.3,0.39,0.27,0.32,16,16,11,14,13,14,13,13,15,16,1.88,1.75,2.25,1.85,0.52,0.48,0.69,0.61,-0.39,-0.4,0.922,0.882,-0.04,0.198783245492483,0.244415878681015,0.045632633188532,0.983870967741936,0.983333333333333,-0.000537634408602217,62,19,66,58.26,66.64
188,0.249781582859123,0.026364719,1.02110368367735,0.137929618640002,0.128816052561712,0.629774958561447,0.617316372001379,-0.406943192077497,-0.903561173339774,-0.0865968056805348,-0.133056825182685,0.70916023815603,-0.75192676228292,-1.19437376260018,1.12598872847814,-1.05298506167429,0.22,0.23,0.44,0.48,0.32,0.31,0.28,0.28,0.3,0.31,18,19,15,15,17,16,17,17,18,18,1.54,1.51,1.69,1.08,0.68,0.59,0.6,0.61,-0.31,-0.38,1.0125,0.9785,-0.034,0.205504380366089,0.255741052070812,0.0502366717047225,0.909090909090909,0.803571428571429,-0.10551948051948,45,16,65,54.68,52.62
190,0.892296669844436,0.085264474,0.367262499913099,0.69790029260582,0.624812240471225,0.825190693734786,-0.213056092991627,1.19968967015054,0.449555066538508,0.606177639763744,0.644813845116088,0.0468845986458302,0.730279252178058,0.512345592069301,1.75190405443146,0.362705989166539,0.22,0.25,0.71,0.67,0.46,0.48,0.32,0.34,0.27,0.29,20,20,8,10,12,13,16,17,19,20,1.54,1.43,1.43,1.22,0.43,0.49,0.52,0.56,-0.41,-0.32,0.777,0.817,0.0399999999999999,0.239485245803146,0.220254030982979,-0.0192312148201672,0.842105263157895,0.782608695652174,-0.0594965675057207,42,14,65,42.38,57.3
191,-1.50253229073719,-0.014168325,0.650004633432776,0.429114369102227,0.341385847380075,0.629774958561447,-0.213056092991627,-2.01357605430554,-1.58011929327891,-0.779371251124813,-0.910927495481457,0.569242849527115,2.09497021178407,0.416864789010869,0.500073402524814,1.13327200418117,0.15,0.15,0.41,0.43,0.24,0.24,0.23,0.23,0.22,0.24,21,21,16,14,19,17,19,18,20,19,1.59,1.53,0.99,1.36,0.52,0.56,0.53,0.52,-0.48,-0.31,0.948,0.924,-0.0239999999999999,0.251397649997199,0.247616642113124,-0.00378100788407537,0.774193548387097,0.867924528301887,0.0937309799147901,43,11,67,49.49,43.69
192,-1.67776367809682,-0.12671338,-0.427949750610991,-1.1612023449607,-1.45364797553054,-1.1568831915948,2.27806130198739,0.396373239036523,1.12611318647765,0.606177639763744,1.42268451541486,0.205457639091934,-0.130234214017958,-0.358916735838893,1.02584227632561,-2.31635492350059,0.24,0.2,0.41,0.38,0.33,0.26,0.38,0.31,0.39,0.35,19,22,19,20,20,22,20,21,19,21,1.62,1.53,1.03,0.59,0.5,0.48,0.54,0.56,-0.3,-0.54,0.977,0.915,-0.0619999999999999,0.240695180258141,0.27348285485047,0.0327876745923293,0.771929824561404,0.625,-0.146929824561403,34,11,67,53.81,45.38
193,0.0745501954994921,-0.022806829,-1.06411955103026,0.496310849978125,0.695668838744012,0.0714442866376211,0.617316372001379,1.19968967015054,-0.903561173339774,-0.0865968056805348,-0.910927495481457,-0.61539104086437,-0.33493785795886,0.142357480217876,-0.251024988619176,-0.93650415242789,0.18,0.17,0.57,0.49,0.36,0.37,0.34,0.36,0.31,0.31,20,21,9,11,12,11,13,13,16,15,1.74,1.55,1.55,1.05,0.43,0.45,0.59,0.55,-0.36,-0.42,0.858,0.863,0.005,0.237022971517351,0.286999820794679,0.0499768492773274,0.914285714285714,0.796610169491525,-0.117675544794189,48,13,67,55.98,54.51
194,-0.39273350412619,-0.017109673,-0.0391793170214356,-0.713225805788042,-0.839557457166383,-0.1798045157281,-1.04342855798463,-0.406943192077497,-0.227003053400633,-0.0865968056805348,-0.133056825182685,1.02630631904824,0.499039950689261,0.309448885570133,0.450000176448548,1.32143347296381,0.22,0.21,0.47,0.45,0.38,0.33,0.4,0.36,0.32,0.31,19,18,15,15,16,16,17,17,19,19,1.55,1.55,1.41,1.14,0.46,0.5,0.58,0.57,-0.69,-0.51,0.836,0.926,0.0900000000000001,0.190078792405183,0.24398169561795,0.0539029032127678,0.838235294117647,0.816666666666667,-0.0215686274509804,40,12,67,51.91,46.89
195,-1.09365905356471,-0.042906072,-0.233564533816213,-0.153255131822224,-0.249085804893154,-0.989383990017647,1.44768883699439,0.396373239036523,0.449555066538508,0.606177639763744,-0.133056825182685,-0.811275384944851,0.404269745161065,0.560085993598518,0.950732437211208,-0.587061424688699,0.2,0.18,0.45,0.42,0.27,0.25,0.3,0.28,0.29,0.24,20,22,13,14,17,18,18,19,20,20,1.71,1.5,1.73,1.43,0.68,0.74,0.48,0.49,-0.33,-0.36,1.106,1.136,0.0299999999999998,0.243267066505638,0.18483406403917,-0.0584330024664683,0.938775510204082,0.86046511627907,-0.0783103939250119,47,7,65,42.64,50.53
196,1.35958036947012,0.024917491,-0.127536233746335,-0.175653958780857,0.223291516925429,0.0435277530414299,-1.04342855798463,0.396373239036523,0.449555066538508,-0.0865968056805348,0.644813845116088,-0.382195393149511,-0.899768282906906,-0.156020029339724,-1.30256273622076,1.50959494174645,0.12,0.13,0.27,0.25,0.21,0.18,0.18,0.19,0.18,0.17,23,22,16,17,18,19,20,20,21,22,1.56,1.4,1.57,0.94,0.71,0.71,0.59,0.51,-0.47,-0.25,1.0105,1.103,0.0925,0.26442163789222,0.220721240215691,-0.0437003976765288,0.851851851851852,0.745098039215686,-0.106753812636166,33,11,65,44.46,44.36
197,0.775475744938015,0.066303544,0.0138348330135038,1.01148387002668,1.19166502665352,0.49019229058049,-1.04342855798463,-0.406943192077497,-0.903561173339774,-0.0865968056805348,-0.133056825182685,0.289408072269284,0.457341060256855,2.5890530585902,0.500073402524814,0.0491035411954698,0.17,0.19,0.43,0.41,0.23,0.27,0.25,0.29,0.25,0.26,22,21,15,15,20,19,19,19,21,21,1.63,1.55,1.38,1.09,0.47,0.69,0.57,0.56,-0.44,-0.39,0.851,1.105,0.254,0.281921496699751,0.338619631560323,0.0566981348605717,0.838709677419355,0.780487804878049,-0.0582218725413061,35,18,66,35.35,48.84
199,0.366602507765543,-0.045196813,-0.763706034165607,-0.578832844036246,-0.579749930166163,-0.793968254844308,0.617316372001379,1.19968967015054,1.80267130641679,1.29895208520802,1.42268451541486,-0.522112781778426,-0.812579693820966,-0.907931353424879,-0.100805310390378,0.945110535398524,0.14,0.13,0.4,0.34,0.21,0.17,0.23,0.2,0.22,0.19,22,23,12,14,17,20,18,20,20,22,1.89,1.72,1.73,1.09,0.49,0.42,0.61,0.58,-0.44,-0.29,0.905,0.988,0.083,0.292877569028855,0.329550466698213,0.0366728976693584,0.944444444444444,0.8,-0.144444444444444,39,14,65,53.04,38.47
200,-0.33432304167298,-0.046347041,0.0491775997034634,-0.198052785739489,-0.3671801353478,0.0993608202338124,0.617316372001379,0.396373239036523,-0.903561173339774,-0.0865968056805348,-0.910927495481457,0.065540250463019,-1.28263991324082,0.261708484040917,0.0994875939146863,0.165584450441867,0.25,0.24,0.57,0.56,0.34,0.32,0.32,0.3,0.3,0.3,19,20,11,12,16,15,17,17,18,17,1.7,1.59,1.68,0.93,0.41,0.44,0.6,0.58,-0.32,-0.26,0.808,0.9275,0.1195,0.244199034088304,0.244102326609189,NA,0.925373134328358,0.775862068965517,-0.149511065362841,49,21,66,48.95,53.27
201,0.950707132297646,0.0082130106,0.667676016777756,-0.422041055325817,-0.201848072711296,-0.0123053141509527,-0.213056092991627,-1.21025962319152,0.449555066538508,-0.0865968056805348,0.644813845116088,0.998322841322455,0.851585115254148,-0.215695531251245,0.875622598096809,-1.41138785935551,0.14,0.14,0.39,0.41,0.29,0.26,0.24,0.23,0.23,0.22,23,23,14,13,15,16,19,19,20,21,1.67,1.67,0.75,0.57,0.29,0.28,0.48,0.49,-0.28,-0.4,0.928,0.985,0.0569999999999999,0.303646869037762,0.352668713837019,0.0490218447992564,0.716417910447761,0.673076923076923,-0.043340987370838,43,14,65,30.94,35.52
203,-0.33432304167298,-0.065230146,-0.657677734095728,-0.399642228367184,-0.249085804893154,-0.514802918882396,0.617316372001379,1.19968967015054,1.12611318647765,0.606177639763744,0.644813845116088,0.0841959022802077,-0.285657351084198,-0.179890230104332,-0.301098214695442,0.21038480015202,0.16,0.14,0.35,0.3,0.2,0.17,0.2,0.18,0.21,0.19,22,23,14,16,19,21,20,21,20,21,1.54,1.43,1.16,0.68,0.28,0.27,0.51,0.47,-0.63,-0.57,0.648,0.661,0.013,0.239708809390128,0.241545324606457,0.00183651521632858,0.782608695652174,0.645161290322581,-0.137447405329593,46,21,66,60.96,44.23
204,0.191371120405913,-0.0039204853,0.0845203663934229,-0.578832844036246,-0.603368796257092,-0.431053318093822,-0.213056092991627,-0.406943192077497,0.449555066538508,-0.0865968056805348,0.644813845116088,-0.913881469939389,-0.482779378582845,1.08523041041989,-1.57796547964022,0.308945569514356,0.2,0.2,0.61,0.6,0.35,0.31,0.32,0.29,0.3,0.28,21,21,13,13,14,15,16,16,18,19,1.66,1.44,2.1,1.55,0.55,0.66,0.6,0.51,-0.43,-0.35,0.885,0.9735,0.0885,0.178858661283463,0.180181804831142,0.00132314354767915,0.956521739130435,0.857142857142857,-0.0993788819875777,36,9,67,56.01,47.13
206,-0.0422707294069285,0.18904054,2.32878605120586,2.6689970649655,2.44346492947277,2.58393231029484,-1.87380102297764,-2.01357605430554,-2.25667741321805,-2.16492014201337,-2.466668836079,-1.14707711765425,0.245055799873697,1.61037482724127,-1.70314854483089,1.75151683018127,0.25,0.31,0.69,0.67,0.5,0.49,0.44,0.46,0.38,0.47,19,17,12,10,13,10,14,12,16,14,1.79,1.54,1.61,1.26,0.52,0.67,0.6,0.5,-0.44,-0.21,0.945,1.106,0.161,0.226647789774308,0.21401668342385,-0.0126311063504581,0.924528301886793,0.849056603773585,-0.0754716981132075,42,17,66,42.63,52.39
208,0.483423432671964,-1.5825e-05,-0.162879000436294,0.182727272557267,0.435861311743791,0.127277353830004,-1.04342855798463,-1.21025962319152,-0.903561173339774,-0.779371251124813,-1.68879816578023,0.401341983172416,0.654463087755501,-0.167955129722028,-0.276061601657309,1.95759843884798,0.19,0.18,0.47,0.45,0.25,0.25,0.27,0.29,0.28,0.28,19,18,12,11,18,17,19,18,19,17,1.82,1.75,1.44,1.21,0.45,0.45,0.62,0.58,-0.57,-0.3,0.919,0.984,0.065,0.256085623039802,0.277378970971873,0.0212933479320706,0.9,0.877551020408163,-0.0224489795918368,53,11,66,53.36,56.15
210,-0.0422707294069285,-0.056027573,0.543976333362897,0.0259354838468379,0.152434918652641,0.211026954618578,-0.213056092991627,-1.21025962319152,-0.903561173339774,-1.47214569656909,-0.910927495481457,-0.643374518590153,0.0403521559327942,1.72972583106431,-2.00358790128848,0.246225079920142,0.23,0.21,0.5,0.52,0.35,0.34,0.42,0.42,0.34,0.34,20,20,14,13,16,15,17,15,19,18,1.79,1.6,2.29,1.9,0.39,0.54,0.64,0.53,-0.46,-0.39,0.697,0.896,0.199,0.196309214880714,0.190771283252122,-0.00553793162859281,0.985915492957747,0.950819672131148,-0.035095820826599,41,13,65,58.16,63.51
211,1.18434898211049,6.1894e-05,-0.586992200715809,-0.063659823987693,-0.0837537422566502,0.0156112194452386,0.617316372001379,1.19968967015054,0.449555066538508,0.606177639763744,-0.910927495481457,-0.550096259504209,0.339826005401892,0.321383985952437,0.149560819990952,1.2318327735435,0.12,0.12,0.37,0.32,0.2,0.18,0.16,0.15,0.18,0.17,23,24,14,16,17,18,19,20,21,20,1.52,1.34,1.66,1.35,0.48,0.51,0.55,0.53,-0.54,-0.36,0.805,0.772,-0.033,0.200968850018159,0.197372288375494,-0.00359656164266481,0.888888888888889,0.819672131147541,-0.0692167577413478,39,13,65,58.7,53.3
212,0.191371120405913,-0.031442765,-0.834391567545526,-0.758023459705308,-0.0128971439838627,-0.989383990017647,0.617316372001379,1.19968967015054,1.80267130641679,1.29895208520802,1.42268451541486,-0.522112781778426,1.24203836203031,1.08523041041989,0.675329693791745,2.19056025734077,0.15,0.14,0.43,0.37,0.3,0.26,0.25,0.25,0.27,0.23,22,23,14,16,15,18,16,18,18,20,1.74,1.57,1.52,1.43,0.37,0.47,0.59,0.59,-0.59,-0.3,0.809,0.812,0.003,0.233853879638831,0.255626189477657,0.0217723098388265,0.901408450704225,0.894736842105263,-0.00667160859896221,38,14,67,54.91,42.97
213,0.132960657952702,0.010286056,-1.06411955103026,-0.735624632746675,-0.414417867529658,-1.01730052361384,-0.213056092991627,-0.406943192077497,1.12611318647765,0.606177639763744,-0.133056825182685,0.914372408145106,-0.786044036273071,-0.215695531251245,0.149560819990952,0.801749416326036,0.17,0.17,0.49,0.41,0.3,0.26,0.27,0.24,0.27,0.23,21,21,13,13,14,16,16,17,18,18,1.55,1.54,1.86,1.24,0.43,0.42,0.63,0.61,-0.35,-0.22,0.7375,0.805,0.0675,0.20999259032575,0.218432772468029,0.00844018214227843,0.9,0.841269841269841,-0.0587301587301587,49,11,66,45.73,57.89
214,0.483423432671964,-0.041472584,-0.922748484270425,-0.713225805788042,-0.815938591075454,-1.10105012440241,1.44768883699439,1.19968967015054,1.80267130641679,1.9917265306523,1.42268451541486,-0.988504077208144,1.29890048534723,0.822658202009206,0.775476145944277,-1.35762743970333,0.15,0.14,0.3,0.24,0.22,0.17,0.23,0.19,0.26,0.21,19,21,17,19,17,20,18,21,19,21,1.65,1.42,1.44,1.37,0.53,0.61,0.57,0.58,-0.14,-0.24,0.944,0.924,-0.0199999999999999,0.204678612618116,0.175460696622362,-0.0292179159957544,0.866666666666667,0.851063829787234,-0.0156028368794326,29,12,66,49.32,50.69
216,-0.217502116766559,-0.014639927,0.0845203663934229,0.406715542143594,-0.107372608347579,0.26686002181096,0.617316372001379,0.396373239036523,-0.227003053400633,-0.0865968056805348,-0.133056825182685,-0.130344093617463,0.730279252178058,0.202032982129397,1.90212373266026,-1.56370904837003,0.18,0.17,0.41,0.4,0.24,0.24,0.32,0.31,0.27,0.27,22,23,13,14,19,19,17,17,19,19,1.43,1.3,1.55,1.34,0.5,0.52,0.56,0.65,-0.22,-0.35,0.805,0.761,-0.044,0.163696931096436,0.191421844575391,0.0277249134789554,0.847222222222222,0.80952380952381,-0.0376984126984127,35,21,66,34.03,57.56
217,0.541833895125174,0.016305408,0.844389850227554,0.966686216109413,0.695668838744012,0.908940294523359,0.617316372001379,-0.406943192077497,-0.227003053400633,-0.0865968056805348,-0.133056825182685,-0.876570166305012,-1.00212010487736,1.58650462647666,-1.07723321887756,-0.784182963413371,0.21,0.22,0.48,0.51,0.38,0.41,0.34,0.36,0.31,0.34,21,22,13,13,16,16,17,17,19,19,1.58,1.37,1.51,0.83,0.55,0.7,0.63,0.56,-0.38,-0.42,0.914,1.0235,0.1095,0.211197945338928,0.217572029126495,0.00637408378756704,0.861538461538462,0.692307692307692,-0.169230769230769,28,19,66,46.74,56.49
219,1.2427594445637,0.0057798787,-0.339592833886092,-0.0188621700704276,0.0107217221070664,0.0435277530414299,-0.213056092991627,0.396373239036523,-0.227003053400633,0.606177639763744,0.644813845116088,0.597226327252898,1.13210492361761,-0.919866453807183,0.725402919868011,-1.25906667034099,0.16,0.17,0.36,0.33,0.25,0.24,0.23,0.23,0.22,0.22,21,21,15,16,20,20,20,21,22,23,1.59,1.55,1.58,1.47,0.69,0.62,0.6,0.61,-0.28,-0.37,1.0695,0.997,-0.0725000000000001,0.185116565053867,0.243201393826564,0.0580848287726972,0.878787878787879,0.88,0.00121212121212122,33,13,66,49.23,46.43
